tinh_id,district_num,id_district,Province,Region,goodroadv,agrext,tapwater,lnarea,lnpopden,city,treatment,year
30,7,107d7,Hai Duong,Red River Delta,1,0,0,1.8718022108078003,5.179187297821045,0,0,2006
30,7,107d7,Hai Duong,Red River Delta,1,0,0,1.4632554054260254,5.434449672698975,0,0,2006
30,7,107d7,Hai Duong,Red River Delta,1,0,0,1.3609765768051147,6.069730281829834,0,0,2006
30,7,107d7,Hai Duong,Red River Delta,1,0,0,1.7647308111190796,5.600449085235596,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,1.4996230602264404,5.575340270996094,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,1.667706847190857,5.394484996795654,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,1.6154199838638306,5.521858215332031,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,2.292534828186035,5.217348575592041,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,1.4109869003295898,5.337772369384766,0,0,2006
30,9,107d9,Hai Duong,Red River Delta,1,0,0,2.0149030685424805,5.414618015289307,0,0,2006
30,11,107d11,Hai Duong,Red River Delta,1,0,0,2.0893919467926025,5.517989635467529,0,0,2006
30,11,107d11,Hai Duong,Red River Delta,1,0,0,2.248128890991211,5.40299129486084,0,0,2006
30,11,107d11,Hai Duong,Red River Delta,1,0,0,1.1249295473098755,5.417542457580566,0,0,2006
30,11,107d11,Hai Duong,Red River Delta,1,0,0,1.8885836601257324,5.815326690673828,0,0,2006
30,13,107d13,Hai Duong,Red River Delta,1,0,0,1.715957760810852,5.53112268447876,0,0,2006
30,13,107d13,Hai Duong,Red River Delta,1,0,0,1.7879188060760498,5.796854019165039,0,0,2006
30,13,107d13,Hai Duong,Red River Delta,1,0,0,1.502743124961853,5.854813098907471,0,0,2006
30,13,107d13,Hai Duong,Red River Delta,1,0,0,1.3785141706466675,5.893189430236816,0,0,2006
30,13,107d13,Hai Duong,Red River Delta,1,0,0,0.9516578316688538,6.01342248916626,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,0,0,0,2.0877816677093506,5.566661357879639,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,1,0,0,1.5260562896728516,5.747730255126953,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,1,0,0,1.967112421989441,5.751128673553467,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,1,0,0,1.887069582939148,5.612353801727295,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,1,0,0,2.5336968898773193,5.50093412399292,0,0,2006
30,15,107d15,Hai Duong,Red River Delta,1,0,0,2.163322925567627,5.585999488830566,0,0,2006
30,17,107d17,Hai Duong,Red River Delta,1,0,0,1.6154199838638306,5.611515998840332,0,0,2006
30,17,107d17,Hai Duong,Red River Delta,1,0,0,2.029463291168213,5.295026779174805,0,0,2006
30,17,107d17,Hai Duong,Red River Delta,1,0,0,1.5260562896728516,6.044386863708496,0,0,2006
30,17,107d17,Hai Duong,Red River Delta,1,0,0,2.173614740371704,5.59829568862915,0,0,2006
30,19,107d19,Hai Duong,Red River Delta,1,0,0,2.054123640060425,5.17571496963501,0,0,2006
30,19,107d19,Hai Duong,Red River Delta,1,0,0,1.6789640188217163,5.665108680725098,0,0,2006
30,19,107d19,Hai Duong,Red River Delta,1,0,0,1.82131826877594,5.447601795196533,0,0,2006
30,21,107d21,Hai Duong,Red River Delta,1,0,0,2.163322925567627,5.473429203033447,0,0,2006
30,21,107d21,Hai Duong,Red River Delta,0,0,0,4.53474760055542,3.0716397762298584,0,0,2006
30,21,107d21,Hai Duong,Red River Delta,1,0,0,1.8718022108078003,5.834360599517822,0,0,2006
30,21,107d21,Hai Duong,Red River Delta,1,0,0,2.219203472137451,5.508771896362305,0,0,2006
30,21,107d21,Hai Duong,Red River Delta,1,0,0,1.2296406030654907,5.592556953430176,0,0,2006
30,23,107d23,Hai Duong,Red River Delta,1,0,0,1.7404661178588867,5.664421558380127,0,0,2006
30,23,107d23,Hai Duong,Red River Delta,1,0,0,1.4206957817077637,5.778982639312744,0,0,2006
30,23,107d23,Hai Duong,Red River Delta,1,0,0,1.64287269115448,5.521847724914551,0,0,2006
30,23,107d23,Hai Duong,Red River Delta,1,0,0,1.4586150646209717,5.462056636810303,0,0,2006
30,23,107d23,Hai Duong,Red River Delta,1,0,0,1.9110229015350342,5.645405292510986,0,0,2006
33,2,109d2,Hung Yen,Red River Delta,1,0,0,1.9851309061050415,5.752485275268555,0,0,2006
